site,date,pct_cover,nms,sp
Stillwater,2003-10-27,0,MBNMS,TAR
Stillwater,2004-03-16,0,MBNMS,TAR
Stillwater,2004-07-06,0,MBNMS,TAR
Stillwater,2004-10-27,0,MBNMS,TAR
Stillwater,2005-04-05,0,MBNMS,TAR
Stillwater,2005-07-07,0,MBNMS,TAR
Stillwater,2005-11-02,0,MBNMS,TAR
Stillwater,2006-03-28,0,MBNMS,TAR
Stillwater,2006-07-25,0,MBNMS,TAR
Stillwater,2006-10-09,0,MBNMS,TAR
Stillwater,2007-04-23,0,MBNMS,TAR
Stillwater,2007-07-03,0,MBNMS,TAR
Stillwater,2007-12-20,0,MBNMS,TAR
Stillwater,2008-03-05,0,MBNMS,TAR
Stillwater,2008-07-21,0,MBNMS,TAR
Stillwater,2008-10-14,0,MBNMS,TAR
Stillwater,2009-03-10,0.03571428571428571,MBNMS,TAR
Stillwater,2009-07-08,0,MBNMS,TAR
Stillwater,2009-11-02,0,MBNMS,TAR
Stillwater,2010-04-20,0,MBNMS,TAR
Stillwater,2010-07-27,0,MBNMS,TAR
Stillwater,2010-11-06,0,MBNMS,TAR
Stillwater,2011-03-23,0,MBNMS,TAR
Stillwater,2011-10-27,0,MBNMS,TAR
Stillwater,2012-10-15,0,MBNMS,TAR
Stillwater,2013-11-04,0,MBNMS,TAR
Stillwater,2014-11-05,0,MBNMS,TAR
Stillwater,2015-10-26,0,MBNMS,TAR
Stillwater,2016-11-15,0,MBNMS,TAR
Terrace Point,2002-11-18,0.24,MBNMS,TAR
Terrace Point,2003-03-16,0,MBNMS,TAR
Terrace Point,2003-07-01,0,MBNMS,TAR
Terrace Point,2003-11-25,0,MBNMS,TAR
Terrace Point,2004-03-14,0,MBNMS,TAR
Terrace Point,2004-07-05,0,MBNMS,TAR
Terrace Point,2004-10-16,0,MBNMS,TAR
Terrace Point,2005-03-08,0,MBNMS,TAR
Terrace Point,2005-07-09,0,MBNMS,TAR
Terrace Point,2005-10-18,0,MBNMS,TAR
Terrace Point,2006-04-20,0,MBNMS,TAR
Terrace Point,2006-07-28,0,MBNMS,TAR
Terrace Point,2006-10-08,0,MBNMS,TAR
Terrace Point,2007-03-17,0,MBNMS,TAR
Terrace Point,2007-07-04,0,MBNMS,TAR
Terrace Point,2007-10-27,0,MBNMS,TAR
Terrace Point,2008-03-03,0,MBNMS,TAR
Terrace Point,2008-07-17,0,MBNMS,TAR
Terrace Point,2008-10-17,0,MBNMS,TAR
Terrace Point,2009-03-11,0,MBNMS,TAR
Terrace Point,2009-07-07,0,MBNMS,TAR
Terrace Point,2009-11-04,0,MBNMS,TAR
Terrace Point,2010-03-24,0,MBNMS,TAR
Terrace Point,2010-07-23,0,MBNMS,TAR
Terrace Point,2010-07-28,0,MBNMS,TAR
Terrace Point,2010-10-23,0,MBNMS,TAR
Terrace Point,2011-03-15,0,MBNMS,TAR
Terrace Point,2011-10-29,0,MBNMS,TAR
Terrace Point,2012-10-13,0,MBNMS,TAR
Terrace Point,2013-10-20,0,MBNMS,TAR
Terrace Point,2014-10-09,0,MBNMS,TAR
Terrace Point,2015-11-11,0,MBNMS,TAR
Terrace Point,2016-10-17,0,MBNMS,TAR
Vista del Mar,2007-09-28,0,MBNMS,TAR
Vista del Mar,2008-03-16,0.043478260869565216,MBNMS,TAR
Vista del Mar,2009-04-25,0.043478260869565216,MBNMS,TAR
Vista del Mar,2011-11-24,0,MBNMS,TAR
Wilder Ranch,2007-10-11,0,MBNMS,TAR
Wilder Ranch,2008-04-22,0,MBNMS,TAR
Wilder Ranch,2009-04-03,0,MBNMS,TAR
Wilder Ranch,2011-10-25,0,MBNMS,TAR
MBNMS,2002-06-15,0.0725,MBNMS,TAR
MBNMS,2003-06-15,0.08355555555555556,MBNMS,TAR
MBNMS,2004-06-15,0.04714733542319749,MBNMS,TAR
MBNMS,2005-06-15,0.057125946969696965,MBNMS,TAR
MBNMS,2006-06-15,0.02773186409550046,MBNMS,TAR
MBNMS,2007-06-15,0.045085470085470085,MBNMS,TAR
MBNMS,2008-06-15,0.051881328816111426,MBNMS,TAR
MBNMS,2009-06-15,0.06757718068428567,MBNMS,TAR
MBNMS,2010-06-15,0.03920454545454546,MBNMS,TAR
MBNMS,2011-06-15,0.017888563049853375,MBNMS,TAR
MBNMS,2012-06-15,0.03787878787878788,MBNMS,TAR
MBNMS,2013-06-15,0.020202020202020204,MBNMS,TAR
MBNMS,2014-06-15,0.010822510822510822,MBNMS,TAR
MBNMS,2015-06-15,0.025382025382025383,MBNMS,TAR
MBNMS,2016-06-15,0.005494505494505494,MBNMS,TAR
Andrew Molera,2002-11-19,0,MBNMS,TETRUB
Andrew Molera,2003-03-17,0,MBNMS,TETRUB
Andrew Molera,2003-03-25,0.06666666666666667,MBNMS,TETRUB
Andrew Molera,2003-06-30,0,MBNMS,TETRUB
Andrew Molera,2003-11-24,0,MBNMS,TETRUB
Andrew Molera,2004-03-18,0,MBNMS,TETRUB
Andrew Molera,2004-07-07,0,MBNMS,TETRUB
Andrew Molera,2004-10-26,0.08,MBNMS,TETRUB
Andrew Molera,2005-03-09,0,MBNMS,TETRUB
Andrew Molera,2005-07-10,0,MBNMS,TETRUB
Andrew Molera,2005-11-01,0,MBNMS,TETRUB
Andrew Molera,2005-11-17,0,MBNMS,TETRUB
Andrew Molera,2006-03-27,0.04,MBNMS,TETRUB
Andrew Molera,2006-07-27,0,MBNMS,TETRUB
Andrew Molera,2006-11-03,0.04,MBNMS,TETRUB
Andrew Molera,2007-04-22,0,MBNMS,TETRUB
Andrew Molera,2007-07-05,0,MBNMS,TETRUB
Andrew Molera,2007-11-25,0,MBNMS,TETRUB
Andrew Molera,2008-03-06,0,MBNMS,TETRUB
Andrew Molera,2008-07-19,0,MBNMS,TETRUB
Andrew Molera,2008-10-16,0.04,MBNMS,TETRUB
Andrew Molera,2009-03-09,0,MBNMS,TETRUB
Andrew Molera,2009-07-10,0,MBNMS,TETRUB
Andrew Molera,2009-11-17,0.04,MBNMS,TETRUB
Andrew Molera,2010-04-19,0.04,MBNMS,TETRUB
Andrew Molera,2010-07-26,0,MBNMS,TETRUB
Andrew Molera,2010-11-21,0.04,MBNMS,TETRUB
Andrew Molera,2011-04-21,0.04,MBNMS,TETRUB
Andrew Molera,2011-11-23,0.2,MBNMS,TETRUB
Andrew Molera,2012-11-28,0.24,MBNMS,TETRUB
Andrew Molera,2013-11-02,0.08,MBNMS,TETRUB
Andrew Molera,2014-11-08,0.2,MBNMS,TETRUB
Andrew Molera,2015-10-28,0.2,MBNMS,TETRUB
Andrew Molera,2016-11-13,0.44,MBNMS,TETRUB
China Rocks,2007-11-09,0,MBNMS,TETRUB
China Rocks,2008-04-10,0,MBNMS,TETRUB
China Rocks,2009-05-01,0,MBNMS,TETRUB
China Rocks,2011-10-27,0.05,MBNMS,TETRUB
Davenport Landing,2007-10-12,0,MBNMS,TETRUB
Davenport Landing,2008-03-11,0,MBNMS,TETRUB
Davenport Landing,2009-04-04,0,MBNMS,TETRUB
Davenport Landing,2011-10-29,0,MBNMS,TETRUB
Garrapata,2007-11-10,0.8,MBNMS,TETRUB
Garrapata,2008-04-08,1.2666666666666666,MBNMS,TETRUB
Garrapata,2009-04-29,1,MBNMS,TETRUB
Garrapata,2011-10-28,1.6666666666666667,MBNMS,TETRUB
Hopkins,2002-11-05,0.1,MBNMS,TETRUB
Hopkins,2003-03-21,0.1,MBNMS,TETRUB
Hopkins,2003-03-26,0,MBNMS,TETRUB
Hopkins,2003-07-02,0,MBNMS,TETRUB
Hopkins,2003-10-26,0,MBNMS,TETRUB
Hopkins,2004-03-19,0,MBNMS,TETRUB
Hopkins,2004-07-04,0,MBNMS,TETRUB
Hopkins,2004-10-14,0.06666666666666667,MBNMS,TETRUB
Hopkins,2005-03-07,0,MBNMS,TETRUB
Hopkins,2005-07-08,0,MBNMS,TETRUB
Hopkins,2005-11-05,0,MBNMS,TETRUB
Hopkins,2005-11-14,0,MBNMS,TETRUB
Hopkins,2006-04-18,0.06666666666666667,MBNMS,TETRUB
Hopkins,2006-07-25,0,MBNMS,TETRUB
Hopkins,2006-10-07,0.13333333333333333,MBNMS,TETRUB
Hopkins,2007-03-16,0.03333333333333333,MBNMS,TETRUB
Hopkins,2007-07-03,0,MBNMS,TETRUB
Hopkins,2007-10-26,0.06666666666666667,MBNMS,TETRUB
Hopkins,2008-03-04,0.06666666666666667,MBNMS,TETRUB
Hopkins,2008-07-18,0,MBNMS,TETRUB
Hopkins,2008-10-15,0,MBNMS,TETRUB
Hopkins,2009-03-06,0.2,MBNMS,TETRUB
Hopkins,2009-07-08,0,MBNMS,TETRUB
Hopkins,2009-11-03,0.03333333333333333,MBNMS,TETRUB
Hopkins,2010-03-25,0.1,MBNMS,TETRUB
Hopkins,2010-07-25,0,MBNMS,TETRUB
Hopkins,2010-11-20,0,MBNMS,TETRUB
Hopkins,2011-04-18,0.36666666666666664,MBNMS,TETRUB
Hopkins,2011-10-26,0.03333333333333333,MBNMS,TETRUB
Hopkins,2012-10-16,0,MBNMS,TETRUB
Hopkins,2013-10-18,0.1,MBNMS,TETRUB
Hopkins,2014-11-09,0.06666666666666667,MBNMS,TETRUB
Hopkins,2015-10-25,0.06666666666666667,MBNMS,TETRUB
Hopkins,2016-11-12,0.23333333333333334,MBNMS,TETRUB
Mill Creek,2002-12-05,0.04,MBNMS,TETRUB
Mill Creek,2003-04-19,0,MBNMS,TETRUB
Mill Creek,2003-06-29,0,MBNMS,TETRUB
Mill Creek,2003-11-22,0,MBNMS,TETRUB
Mill Creek,2004-04-09,0,MBNMS,TETRUB
Mill Creek,2004-04-19,0,MBNMS,TETRUB
Mill Creek,2004-07-03,0,MBNMS,TETRUB
Mill Creek,2004-11-12,0.1,MBNMS,TETRUB
Mill Creek,2004-11-13,0,MBNMS,TETRUB
Mill Creek,2005-04-27,0.04,MBNMS,TETRUB
Mill Creek,2005-07-06,0,MBNMS,TETRUB
Mill Creek,2005-11-15,0,MBNMS,TETRUB
Mill Creek,2005-11-16,0,MBNMS,TETRUB
Mill Creek,2006-03-25,0,MBNMS,TETRUB
Mill Creek,2006-07-26,0,MBNMS,TETRUB
Mill Creek,2006-11-04,0,MBNMS,TETRUB
Mill Creek,2007-04-20,0.1,MBNMS,TETRUB
Mill Creek,2007-04-21,0,MBNMS,TETRUB
Mill Creek,2007-07-01,0,MBNMS,TETRUB
Mill Creek,2008-04-09,0,MBNMS,TETRUB
Mill Creek,2008-07-20,0,MBNMS,TETRUB
Mill Creek,2008-11-12,0.05,MBNMS,TETRUB
Mill Creek,2008-11-13,0,MBNMS,TETRUB
Mill Creek,2009-03-07,0.08,MBNMS,TETRUB
Mill Creek,2009-07-06,0,MBNMS,TETRUB
Mill Creek,2009-11-15,0.04,MBNMS,TETRUB
Mill Creek,2010-04-17,0.04,MBNMS,TETRUB
Mill Creek,2010-07-26,0,MBNMS,TETRUB
Mill Creek,2010-11-05,0,MBNMS,TETRUB
Mill Creek,2011-04-19,0,MBNMS,TETRUB
Mill Creek,2011-04-20,0.1,MBNMS,TETRUB
Mill Creek,2011-11-24,0.2,MBNMS,TETRUB
Mill Creek,2012-11-27,0.16,MBNMS,TETRUB
Mill Creek,2013-11-17,0.16,MBNMS,TETRUB
Mill Creek,2014-11-07,0.12,MBNMS,TETRUB
Mill Creek,2015-10-27,0.08,MBNMS,TETRUB
Mill Creek,2016-11-14,0.24,MBNMS,TETRUB
Natural Bridges,2007-10-10,0,MBNMS,TETRUB
Natural Bridges,2008-03-10,0,MBNMS,TETRUB
Natural Bridges,2009-04-02,0,MBNMS,TETRUB
Natural Bridges,2011-10-24,0,MBNMS,TETRUB
Piedras Blancas,2007-09-29,0,MBNMS,TETRUB
Piedras Blancas,2008-04-06,0.05,MBNMS,TETRUB
Piedras Blancas,2009-04-27,0,MBNMS,TETRUB
Piedras Blancas,2011-10-28,0.15,MBNMS,TETRUB
Point Bonita,2006-07-15,0,MBNMS,TETRUB
Point Bonita,2007-06-18,0,MBNMS,TETRUB
Point Bonita,2008-06-04,0,MBNMS,TETRUB
Point Bonita,2009-06-25,0,MBNMS,TETRUB
Point Bonita,2010-07-13,0,MBNMS,TETRUB
Point Bonita,2011-06-03,0,MBNMS,TETRUB
Point Bonita,2012-06-21,0,MBNMS,TETRUB
Point Bonita,2013-06-11,0,MBNMS,TETRUB
Point Bonita,2014-07-14,0,MBNMS,TETRUB
Point Bonita,2015-06-17,0,MBNMS,TETRUB
Point Bonita,2016-06-08,0,MBNMS,TETRUB
Point Lobos,2002-11-21,0.08,MBNMS,TETRUB
Point Lobos,2003-03-18,0.44,MBNMS,TETRUB
Point Lobos,2003-07-03,0,MBNMS,TETRUB
Point Lobos,2003-11-21,0.52,MBNMS,TETRUB
Point Lobos,2004-03-15,0.32,MBNMS,TETRUB
Point Lobos,2004-07-08,0,MBNMS,TETRUB
Point Lobos,2004-10-28,0.56,MBNMS,TETRUB
Point Lobos,2005-04-29,0.48,MBNMS,TETRUB
Point Lobos,2005-07-07,0,MBNMS,TETRUB
Point Lobos,2005-10-31,0,MBNMS,TETRUB
Point Lobos,2005-11-13,0.2,MBNMS,TETRUB
Point Lobos,2006-03-24,0,MBNMS,TETRUB
Point Lobos,2006-07-27,0,MBNMS,TETRUB
Point Lobos,2006-11-20,0.48,MBNMS,TETRUB
Point Lobos,2007-04-19,0.32,MBNMS,TETRUB
Point Lobos,2007-07-05,0,MBNMS,TETRUB
Point Lobos,2007-12-11,0.36,MBNMS,TETRUB
Point Lobos,2008-03-18,0.52,MBNMS,TETRUB
Point Lobos,2008-07-18,0,MBNMS,TETRUB
Point Lobos,2008-11-14,0.52,MBNMS,TETRUB
Point Lobos,2009-03-31,0.44,MBNMS,TETRUB
Point Lobos,2009-07-05,0,MBNMS,TETRUB
Point Lobos,2009-11-14,0.32,MBNMS,TETRUB
Point Lobos,2010-04-16,0.36,MBNMS,TETRUB
Point Lobos,2010-07-27,0,MBNMS,TETRUB
Point Lobos,2010-11-03,0.76,MBNMS,TETRUB
Point Lobos,2011-03-24,0.92,MBNMS,TETRUB
Point Lobos,2011-11-22,1.76,MBNMS,TETRUB
Point Lobos,2012-11-26,1.68,MBNMS,TETRUB
Point Lobos,2013-11-01,1.4,MBNMS,TETRUB
Point Lobos,2014-11-04,0.48,MBNMS,TETRUB
Point Lobos,2015-11-23,0.16,MBNMS,TETRUB
Point Lobos,2016-11-28,0.16,MBNMS,TETRUB
Point Pinos,2007-11-07,0.05,MBNMS,TETRUB
Point Pinos,2008-04-09,0,MBNMS,TETRUB
Point Pinos,2009-04-30,0.05,MBNMS,TETRUB
Point Pinos,2011-10-26,0.1,MBNMS,TETRUB
Point Sierra Nevada,2002-11-04,0.03333333333333333,MBNMS,TETRUB
Point Sierra Nevada,2003-03-01,0,MBNMS,TETRUB
Point Sierra Nevada,2003-07-14,0,MBNMS,TETRUB
Point Sierra Nevada,2003-10-25,0.03333333333333333,MBNMS,TETRUB
Point Sierra Nevada,2004-03-04,0.03333333333333333,MBNMS,TETRUB
Point Sierra Nevada,2004-07-19,0,MBNMS,TETRUB
Point Sierra Nevada,2004-11-11,0.03333333333333333,MBNMS,TETRUB
Point Sierra Nevada,2005-03-08,0.06896551724137931,MBNMS,TETRUB
Point Sierra Nevada,2005-07-09,0,MBNMS,TETRUB
Point Sierra Nevada,2005-11-14,0.06666666666666667,MBNMS,TETRUB
Point Sierra Nevada,2006-03-10,0.03333333333333333,MBNMS,TETRUB
Point Sierra Nevada,2006-07-27,0,MBNMS,TETRUB
Point Sierra Nevada,2006-11-07,0,MBNMS,TETRUB
Point Sierra Nevada,2007-03-16,0.1,MBNMS,TETRUB
Point Sierra Nevada,2007-07-28,0,MBNMS,TETRUB
Point Sierra Nevada,2007-10-26,0.034482758620689655,MBNMS,TETRUB
Point Sierra Nevada,2008-03-17,0.03333333333333333,MBNMS,TETRUB
Point Sierra Nevada,2008-07-17,0,MBNMS,TETRUB
Point Sierra Nevada,2008-11-15,0.06666666666666667,MBNMS,TETRUB
Point Sierra Nevada,2009-03-08,0.06666666666666667,MBNMS,TETRUB
Point Sierra Nevada,2009-07-08,0,MBNMS,TETRUB
Point Sierra Nevada,2009-11-04,0.03333333333333333,MBNMS,TETRUB
Point Sierra Nevada,2010-03-26,0.03333333333333333,MBNMS,TETRUB
Point Sierra Nevada,2010-07-26,0,MBNMS,TETRUB
Point Sierra Nevada,2010-11-05,0.1,MBNMS,TETRUB
Point Sierra Nevada,2011-04-20,0.16666666666666666,MBNMS,TETRUB
Point Sierra Nevada,2011-10-28,0.13333333333333333,MBNMS,TETRUB
Point Sierra Nevada,2012-04-09,0.23333333333333334,MBNMS,TETRUB
Point Sierra Nevada,2012-10-16,0.16666666666666666,MBNMS,TETRUB
Point Sierra Nevada,2013-04-27,0.4,MBNMS,TETRUB
Point Sierra Nevada,2013-11-04,0.36666666666666664,MBNMS,TETRUB
Point Sierra Nevada,2014-04-17,0.36666666666666664,MBNMS,TETRUB
Point Sierra Nevada,2014-11-22,0.4666666666666667,MBNMS,TETRUB
Point Sierra Nevada,2015-04-20,0.3,MBNMS,TETRUB
Point Sierra Nevada,2015-10-27,0.25,MBNMS,TETRUB
Point Sierra Nevada,2016-10-17,0.44,MBNMS,TETRUB
San Simeon Point,2007-09-27,0,MBNMS,TETRUB
San Simeon Point,2008-04-06,0,MBNMS,TETRUB
San Simeon Point,2009-04-26,0,MBNMS,TETRUB
San Simeon Point,2011-11-22,0,MBNMS,TETRUB
Sandhill Bluff,2003-03-22,0,MBNMS,TETRUB
Sandhill Bluff,2003-07-04,0,MBNMS,TETRUB
Sandhill Bluff,2003-10-24,0,MBNMS,TETRUB
Sandhill Bluff,2004-05-06,0,MBNMS,TETRUB
Sandhill Bluff,2004-07-01,0,MBNMS,TETRUB
Sandhill Bluff,2004-10-13,0,MBNMS,TETRUB
Sandhill Bluff,2005-04-02,0,MBNMS,TETRUB
Sandhill Bluff,2005-07-11,0,MBNMS,TETRUB
Sandhill Bluff,2005-10-16,0,MBNMS,TETRUB
Sandhill Bluff,2006-04-19,0,MBNMS,TETRUB
Sandhill Bluff,2006-07-24,0,MBNMS,TETRUB
Sandhill Bluff,2006-11-18,0,MBNMS,TETRUB
Sandhill Bluff,2007-03-18,0,MBNMS,TETRUB
Sandhill Bluff,2007-07-04,0,MBNMS,TETRUB
Sandhill Bluff,2007-09-11,0,MBNMS,TETRUB
Sandhill Bluff,2007-10-28,0,MBNMS,TETRUB
Sandhill Bluff,2008-04-23,0,MBNMS,TETRUB
Sandhill Bluff,2008-07-17,0,MBNMS,TETRUB
Sandhill Bluff,2008-10-13,0,MBNMS,TETRUB
Sandhill Bluff,2009-04-05,0,MBNMS,TETRUB
Sandhill Bluff,2009-07-07,0,MBNMS,TETRUB
Sandhill Bluff,2009-11-01,0,MBNMS,TETRUB
Sandhill Bluff,2010-05-15,0,MBNMS,TETRUB
Sandhill Bluff,2010-07-24,0,MBNMS,TETRUB
Sandhill Bluff,2010-10-22,0,MBNMS,TETRUB
Sandhill Bluff,2011-04-23,0,MBNMS,TETRUB
Sandhill Bluff,2011-10-24,0,MBNMS,TETRUB
Sandhill Bluff,2012-10-14,0,MBNMS,TETRUB
Sandhill Bluff,2013-10-18,0,MBNMS,TETRUB
Sandhill Bluff,2014-10-07,0,MBNMS,TETRUB
Sandhill Bluff,2015-11-10,0,MBNMS,TETRUB
Sandhill Bluff,2016-10-15,0,MBNMS,TETRUB
Scott Creek,2002-11-03,0,MBNMS,TETRUB
Scott Creek,2003-03-14,0,MBNMS,TETRUB
Scott Creek,2003-07-05,0,MBNMS,TETRUB
Scott Creek,2003-10-25,0,MBNMS,TETRUB
Scott Creek,2004-03-17,0,MBNMS,TETRUB
Scott Creek,2004-07-02,0,MBNMS,TETRUB
Scott Creek,2004-10-29,0,MBNMS,TETRUB
Scott Creek,2005-03-05,0,MBNMS,TETRUB
Scott Creek,2005-03-06,0,MBNMS,TETRUB
Scott Creek,2005-07-12,0,MBNMS,TETRUB
Scott Creek,2005-10-17,0,MBNMS,TETRUB
Scott Creek,2006-04-21,0,MBNMS,TETRUB
Scott Creek,2006-07-23,0,MBNMS,TETRUB
Scott Creek,2006-11-19,0,MBNMS,TETRUB
Scott Creek,2007-03-14,0,MBNMS,TETRUB
Scott Creek,2007-07-02,0,MBNMS,TETRUB
Scott Creek,2007-10-24,0,MBNMS,TETRUB
Scott Creek,2008-03-07,0,MBNMS,TETRUB
Scott Creek,2008-07-22,0,MBNMS,TETRUB
Scott Creek,2008-10-29,0,MBNMS,TETRUB
Scott Creek,2009-03-05,0,MBNMS,TETRUB
Scott Creek,2009-07-09,0,MBNMS,TETRUB
Scott Creek,2009-10-19,0,MBNMS,TETRUB
Scott Creek,2010-03-23,0,MBNMS,TETRUB
Scott Creek,2010-07-24,0,MBNMS,TETRUB
Scott Creek,2010-10-07,0,MBNMS,TETRUB
Scott Creek,2011-03-17,0,MBNMS,TETRUB
Scott Creek,2011-10-25,0,MBNMS,TETRUB
Scott Creek,2012-10-17,0,MBNMS,TETRUB
Scott Creek,2013-10-19,0,MBNMS,TETRUB
Scott Creek,2014-10-08,0,MBNMS,TETRUB
Scott Creek,2015-11-24,0,MBNMS,TETRUB
Scott Creek,2016-10-16,0.04,MBNMS,TETRUB
Slide Ranch,2006-07-13,0,MBNMS,TETRUB
Slide Ranch,2007-06-04,0,MBNMS,TETRUB
Slide Ranch,2008-06-05,0,MBNMS,TETRUB
Slide Ranch,2009-06-24,0,MBNMS,TETRUB
Slide Ranch,2010-06-14,0,MBNMS,TETRUB
Slide Ranch,2011-06-17,0,MBNMS,TETRUB
Slide Ranch,2012-06-05,0,MBNMS,TETRUB
Slide Ranch,2013-06-24,0,MBNMS,TETRUB
Slide Ranch,2014-06-16,0,MBNMS,TETRUB
Slide Ranch,2015-06-04,0,MBNMS,TETRUB
Slide Ranch,2016-06-06,0,MBNMS,TETRUB
Stillwater,2002-11-06,0.08333333333333333,MBNMS,TETRUB
Stillwater,2003-03-11,0.13333333333333333,MBNMS,TETRUB
Stillwater,2003-04-11,0,MBNMS,TETRUB
Stillwater,2003-07-03,0,MBNMS,TETRUB
Stillwater,2003-10-27,0.04,MBNMS,TETRUB
Stillwater,2004-03-16,0.2,MBNMS,TETRUB
Stillwater,2004-07-06,0,MBNMS,TETRUB
Stillwater,2004-10-27,0.28,MBNMS,TETRUB
Stillwater,2005-04-05,0.04,MBNMS,TETRUB
Stillwater,2005-07-07,0,MBNMS,TETRUB
Stillwater,2005-11-02,0.08,MBNMS,TETRUB
Stillwater,2006-03-28,0.08,MBNMS,TETRUB
Stillwater,2006-07-25,0,MBNMS,TETRUB
Stillwater,2006-10-09,0,MBNMS,TETRUB
Stillwater,2007-04-23,0.08,MBNMS,TETRUB
Stillwater,2007-07-03,0,MBNMS,TETRUB
Stillwater,2007-12-20,0,MBNMS,TETRUB
Stillwater,2008-03-05,0.16,MBNMS,TETRUB
Stillwater,2008-07-21,0,MBNMS,TETRUB
Stillwater,2008-10-14,0,MBNMS,TETRUB
Stillwater,2009-03-10,0,MBNMS,TETRUB
Stillwater,2009-07-08,0,MBNMS,TETRUB
Stillwater,2009-11-02,0,MBNMS,TETRUB
Stillwater,2010-04-20,0.16666666666666666,MBNMS,TETRUB
Stillwater,2010-07-27,0,MBNMS,TETRUB
Stillwater,2010-11-06,0.28,MBNMS,TETRUB
Stillwater,2011-03-23,0.16,MBNMS,TETRUB
Stillwater,2011-10-27,0.12,MBNMS,TETRUB
Stillwater,2012-10-15,0.2,MBNMS,TETRUB
Stillwater,2013-11-04,0.52,MBNMS,TETRUB
Stillwater,2014-11-05,0.08,MBNMS,TETRUB
Stillwater,2015-10-26,0,MBNMS,TETRUB
Stillwater,2016-11-15,0.08,MBNMS,TETRUB
Terrace Point,2002-11-18,0,MBNMS,TETRUB
Terrace Point,2003-03-16,0,MBNMS,TETRUB
Terrace Point,2003-07-01,0,MBNMS,TETRUB
Terrace Point,2003-11-25,0,MBNMS,TETRUB
Terrace Point,2004-03-14,0,MBNMS,TETRUB
Terrace Point,2004-07-05,0,MBNMS,TETRUB
Terrace Point,2004-10-16,0,MBNMS,TETRUB
Terrace Point,2005-03-08,0,MBNMS,TETRUB
Terrace Point,2005-07-09,0,MBNMS,TETRUB
Terrace Point,2005-10-18,0,MBNMS,TETRUB
Terrace Point,2006-04-20,0,MBNMS,TETRUB
Terrace Point,2006-07-28,0,MBNMS,TETRUB
Terrace Point,2006-10-08,0,MBNMS,TETRUB
Terrace Point,2007-03-17,0,MBNMS,TETRUB
Terrace Point,2007-07-04,0,MBNMS,TETRUB
Terrace Point,2007-10-27,0,MBNMS,TETRUB
Terrace Point,2008-03-03,0,MBNMS,TETRUB
Terrace Point,2008-07-17,0,MBNMS,TETRUB
Terrace Point,2008-10-17,0,MBNMS,TETRUB
Terrace Point,2009-03-11,0,MBNMS,TETRUB
Terrace Point,2009-07-07,0,MBNMS,TETRUB
Terrace Point,2009-11-04,0,MBNMS,TETRUB
Terrace Point,2010-03-24,0,MBNMS,TETRUB
Terrace Point,2010-07-23,0,MBNMS,TETRUB
Terrace Point,2010-07-28,0,MBNMS,TETRUB
Terrace Point,2010-10-23,0,MBNMS,TETRUB
Terrace Point,2011-03-15,0,MBNMS,TETRUB
Terrace Point,2011-10-29,0,MBNMS,TETRUB
Terrace Point,2012-10-13,0,MBNMS,TETRUB
Terrace Point,2013-10-20,0,MBNMS,TETRUB
Terrace Point,2014-10-09,0,MBNMS,TETRUB
Terrace Point,2015-11-11,0,MBNMS,TETRUB
Terrace Point,2016-10-17,0,MBNMS,TETRUB
Vista del Mar,2007-09-28,0,MBNMS,TETRUB
Vista del Mar,2008-03-16,0,MBNMS,TETRUB
Vista del Mar,2009-04-25,0,MBNMS,TETRUB
Vista del Mar,2011-11-24,0,MBNMS,TETRUB
Wilder Ranch,2007-10-11,0,MBNMS,TETRUB
Wilder Ranch,2008-04-22,0,MBNMS,TETRUB
Wilder Ranch,2009-04-03,0,MBNMS,TETRUB
Wilder Ranch,2011-10-25,0.06666666666666667,MBNMS,TETRUB
MBNMS,2002-06-15,0.042083333333333334,MBNMS,TETRUB
MBNMS,2003-06-15,0.044444444444444446,MBNMS,TETRUB
MBNMS,2004-06-15,0.05770114942528736,MBNMS,TETRUB
MBNMS,2005-06-15,0.030488505747126436,MBNMS,TETRUB
MBNMS,2006-06-15,0.03011494252873563,MBNMS,TETRUB
MBNMS,2007-06-15,0.049858532272325375,MBNMS,TETRUB
MBNMS,2008-06-15,0.07111111111111111,MBNMS,TETRUB
MBNMS,2009-06-15,0.0606140350877193,MBNMS,TETRUB
MBNMS,2010-06-15,0.064,MBNMS,TETRUB
MBNMS,2011-06-15,0.20777777777777778,MBNMS,TETRUB
MBNMS,2012-06-15,0.22333333333333333,MBNMS,TETRUB
MBNMS,2013-06-15,0.25222222222222224,MBNMS,TETRUB
MBNMS,2014-06-15,0.14833333333333332,MBNMS,TETRUB
MBNMS,2015-06-15,0.08805555555555555,MBNMS,TETRUB
MBNMS,2016-06-15,0.1484848484848485,MBNMS,TETRUB
Andrew Molera,2002-11-19,0.16,MBNMS,ULVENT
Andrew Molera,2003-03-17,0,MBNMS,ULVENT
Andrew Molera,2003-03-25,0,MBNMS,ULVENT
Andrew Molera,2003-06-30,0,MBNMS,ULVENT
Andrew Molera,2003-11-24,0.04,MBNMS,ULVENT
Andrew Molera,2004-03-18,0,MBNMS,ULVENT
Andrew Molera,2004-07-07,0,MBNMS,ULVENT
Andrew Molera,2004-10-26,0,MBNMS,ULVENT
Andrew Molera,2005-03-09,0,MBNMS,ULVENT
Andrew Molera,2005-07-10,0,MBNMS,ULVENT
Andrew Molera,2005-11-01,0,MBNMS,ULVENT
